gene_name,cn_type
AC073648.6,deletion
AC073651.1,deletion
AC073651.2,deletion
AC073655.1,deletion
AC073655.2,deletion
AC073657.1,deletion
AC073657.2,deletion
AC073834.1,deletion
AC073842.1,deletion
AC073842.2,deletion
AC073848.1,deletion
AC073850.1,deletion
AC073857.1,deletion
AC073861.1,deletion
AC073862.1,deletion
AC073862.2,deletion
AC073862.3,deletion
AC073862.4,deletion
AC073862.5,deletion
AC073863.1,deletion
AC073864.1,deletion
AC073869.1,deletion
AC073869.10,deletion
AC073869.2,deletion
AC073869.3,deletion
AC073869.4,deletion
AC073869.5,deletion
AC073869.6,deletion
AC073869.7,deletion
AC073869.8,deletion
AC073869.9,deletion
AC073873.1,deletion
AC073878.1,deletion
AC073878.2,deletion
AC073896.1,deletion
AC073896.2,deletion
AC073896.3,deletion
AC073896.4,deletion
AC073896.5,deletion
AC073900.1,deletion
AC073901.1,deletion
AC073909.1,deletion
AC073910.1,deletion
AC073911.1,deletion
AC073911.2,deletion
AC073911.3,deletion
AC073912.1,deletion
AC073912.2,deletion
AC073912.3,deletion
AC073913.1,deletion
AC073913.2,deletion
AC073916.1,deletion
AC073934.1,deletion
AC073941.1,deletion
AC073941.2,deletion
AC073957.1,deletion
AC073957.2,deletion
AC073957.3,deletion
AC073964.1,deletion
AC073968.1,deletion
AC073987.1,deletion
AC074008.1,deletion
AC074008.2,deletion
AC074011.1,deletion
AC074019.1,deletion
AC074029.1,deletion
AC074029.2,deletion
AC074029.3,deletion
AC074029.4,deletion
AC074031.1,deletion
AC074032.1,deletion
AC074033.1,deletion
AC074035.1,deletion
AC074043.1,deletion
AC074044.1,deletion
AC074050.1,deletion
AC074050.2,deletion
AC074050.3,deletion
AC074050.4,deletion
AC074051.1,deletion
AC074051.2,deletion
AC074051.3,deletion
AC074051.4,deletion
AC074052.1,deletion
AC074052.2,deletion
AC074085.1,deletion
AC074085.2,deletion
AC074087.1,deletion
AC074091.1,deletion
AC074099.1,deletion
AC074101.1,deletion
AC074117.1,deletion
AC074117.2,deletion
AC074121.1,deletion
AC074124.1,deletion
AC074131.1,deletion
AC074133.1,deletion
AC074134.1,deletion
AC074135.1,deletion
AC074135.2,deletion
AC074138.1,deletion
AC074140.1,deletion
AC074141.1,deletion
AC074143.1,deletion
AC074183.1,deletion
AC074183.2,deletion
AC074194.1,deletion
AC074194.2,deletion
AC074198.1,deletion
AC074198.2,deletion
AC074212.1,deletion
AC074237.1,deletion
AC074250.1,deletion
AC074254.1,deletion
AC074255.1,deletion
AC074257.1,deletion
AC074276.1,deletion
AC074276.2,deletion
AC074281.1,deletion
AC074286.1,deletion
AC074290.1,deletion
AC074327.1,deletion
AC074338.1,deletion
AC074344.1,deletion
AC074344.2,deletion
AC074348.1,deletion
AC074351.1,deletion
AC074366.1,deletion
AC074367.1,deletion
AC074375.1,deletion
AC074386.1,deletion
AC074387.1,deletion
AC074389.1,deletion
AC074389.2,deletion
AC074389.3,deletion
AC074397.1,deletion
AC076966.1,deletion
AC076968.1,deletion
AC078776.1,deletion
AC078776.2,deletion
AC078777.1,deletion
AC078778.1,deletion
AC078778.2,deletion
AC078785.1,deletion
AC078785.2,deletion
AC078785.3,deletion
AC078788.1,deletion
AC078788.2,deletion
AC078789.1,deletion
AC078795.1,deletion
AC078795.2,deletion
AC078795.3,deletion
AC078802.1,deletion
AC078809.1,deletion
AC078814.1,deletion
AC078814.2,deletion
AC078817.1,deletion
AC078819.1,deletion
AC078820.1,deletion
AC078828.1,deletion
AC078841.1,deletion
AC078842.1,deletion
AC078842.2,deletion
AC078845.1,deletion
AC078846.1,deletion
AC078850.1,deletion
AC078850.2,deletion
AC078851.1,deletion
AC078852.1,deletion
AC078852.2,deletion
AC078857.1,deletion
AC078860.1,deletion
AC078864.1,deletion
AC078864.2,deletion
AC078865.1,deletion
AC078867.1,deletion
AC078878.1,deletion
AC078878.2,deletion
AC078880.1,deletion
AC078880.2,deletion
AC078880.3,deletion
AC078880.4,deletion
AC078880.5,deletion
AC078881.1,deletion
AC078882.1,deletion
AC078883.1,deletion
AC078883.2,deletion
AC078883.3,deletion
AC078883.4,deletion
AC078886.1,deletion
AC078889.1,deletion
AC078899.1,deletion
AC078899.2,deletion
AC078899.3,deletion
AC078899.4,deletion
AC078899.5,deletion
AC078905.1,deletion
AC078906.1,deletion
AC078909.1,deletion
AC078909.2,deletion
AC078918.1,deletion
AC078922.1,deletion
AC078923.1,deletion
AC078925.1,deletion
AC078925.2,deletion
AC078925.3,deletion
AC078925.4,deletion
AC078927.1,deletion
AC078929.1,deletion
AC078942.1,deletion
AC078950.1,deletion
AC078955.1,deletion
AC078960.1,deletion
AC078962.1,deletion
AC078962.2,deletion
AC078962.3,deletion
AC078962.4,deletion
AC078974.1,deletion
AC078980.1,deletion
AC078991.1,deletion
AC078993.1,deletion
AC079015.1,deletion
AC079031.1,deletion
AC079031.2,deletion
AC079035.1,deletion
AC079054.1,deletion
AC079061.1,deletion
AC079062.1,deletion
AC079064.1,deletion
AC079070.1,deletion
AC079075.1,deletion
AC079080.1,deletion
AC079089.1,deletion
AC079089.2,deletion
AC079089.3,deletion
AC079097.1,deletion
AC079098.1,deletion
AC079112.1,deletion
AC079117.1,deletion
AC079140.1,deletion
AC079140.2,deletion
AC079140.3,deletion
AC079140.4,deletion
AC079140.5,deletion
AC079145.1,deletion
AC079148.1,deletion
AC079150.1,deletion
AC079150.2,deletion
AC079154.1,deletion
AC079160.1,deletion
AC079163.1,deletion
AC079168.1,deletion
AC079168.2,deletion
AC079171.1,deletion
AC079174.1,deletion
AC079174.2,deletion
AC079178.1,deletion
AC079178.2,deletion
AC079193.1,deletion
AC079193.2,deletion
AC079203.1,deletion
AC079203.2,deletion
AC079209.1,deletion
AC079209.2,deletion
AC079210.1,deletion
AC079226.1,deletion
AC079226.2,deletion
AC079228.1,deletion
AC079238.1,deletion
AC079248.1,deletion
AC079248.2,deletion
AC079250.1,deletion
AC079296.1,deletion
AC079298.1,deletion
AC079298.2,deletion
AC079298.3,deletion
AC079305.1,deletion
AC079305.2,deletion
AC079305.3,deletion
AC079310.1,deletion
AC079313.1,deletion
AC079313.2,deletion
AC079315.1,deletion
AC079316.1,deletion
AC079316.2,deletion
AC079322.1,deletion
AC079325.1,deletion
AC079325.2,deletion
AC079328.1,deletion
AC079328.2,deletion
AC079329.1,deletion
AC079331.1,deletion
AC079331.2,deletion
AC079336.1,deletion
AC079336.2,deletion
AC079336.3,deletion
AC079336.4,deletion
AC079336.5,deletion
AC079336.6,deletion
AC079336.7,deletion
AC079340.1,deletion
AC079340.2,deletion
AC079341.1,deletion
AC079341.2,deletion
AC079341.3,deletion
AC079349.1,deletion
AC079354.1,deletion
AC079354.2,deletion
AC079354.3,deletion
AC079355.1,deletion
AC079355.2,deletion
AC079360.1,deletion
AC079362.1,deletion
AC079363.1,deletion
AC079380.1,deletion
AC079382.1,deletion
AC079384.1,deletion
AC079385.1,deletion
AC079385.2,deletion
AC079385.3,deletion
AC079395.1,deletion
AC079395.2,deletion
AC079395.3,deletion
AC079411.1,deletion
AC079414.1,deletion
AC079414.2,deletion
AC079414.3,deletion
AC079416.1,deletion
AC079416.2,deletion
AC079416.3,deletion
AC079447.1,deletion
AC079448.1,deletion
AC079456.1,deletion
AC079465.1,deletion
AC079466.1,deletion
AC079466.2,deletion
AC079467.1,deletion
AC079584.1,deletion
AC079584.2,deletion
AC079587.1,deletion
AC079594.1,deletion
AC079594.2,deletion
AC079597.1,deletion
AC079598.1,deletion
AC079598.2,deletion
AC079598.3,deletion
AC079598.4,deletion
AC079600.1,deletion
AC079600.2,deletion
AC079600.3,deletion
AC079601.1,deletion
AC079601.2,deletion
AC079602.1,deletion
AC079602.2,deletion
AC079602.3,deletion
AC079610.1,deletion
AC079610.2,deletion
AC079610.3,deletion
AC079612.1,deletion
AC079612.2,deletion
AC079630.1,deletion
AC079684.1,deletion
AC079741.1,deletion
AC079742.1,deletion
AC079753.1,deletion
AC079760.1,deletion
AC079760.2,deletion
AC079763.1,deletion
AC079766.1,deletion
AC079768.1,deletion
AC079776.1,deletion
AC079776.2,deletion
AC079776.3,deletion
AC079777.1,deletion
AC079779.1,deletion
AC079779.2,deletion
AC079779.3,deletion
AC079779.4,deletion
AC079780.1,deletion
AC079781.1,deletion
AC079781.2,deletion
AC079781.3,deletion
AC079781.4,deletion
AC079781.5,deletion
AC079790.1,deletion
AC079791.1,deletion
AC079793.1,deletion
AC079799.1,deletion
AC079799.2,deletion
AC079801.1,deletion
AC079804.1,deletion
AC079804.2,deletion
AC079807.1,deletion
AC079809.1,deletion
AC079834.1,deletion
AC079834.2,deletion
AC079841.1,deletion
AC079848.1,deletion
AC079858.1,deletion
AC079866.1,deletion
AC079866.2,deletion
AC079880.1,deletion
AC079880.2,deletion
AC079896.1,deletion
AC079905.1,deletion
AC079905.2,deletion
AC079906.1,deletion
AC079907.1,deletion
AC079907.2,deletion
AC079910.1,deletion
AC079915.1,deletion
AC079917.1,deletion
AC079921.1,deletion
AC079921.2,deletion
AC079922.1,deletion
AC079922.2,deletion
AC079942.1,deletion
AC079943.1,deletion
AC079943.2,deletion
AC079944.1,deletion
AC079944.2,deletion
AC079949.1,deletion
AC079949.2,deletion
AC079950.1,deletion
AC079953.1,deletion
AC079987.1,deletion
AC079988.1,deletion
AC080011.1,deletion
AC080013.1,deletion
AC080013.2,deletion
AC080013.3,deletion
AC080013.4,deletion
AC080013.5,deletion
AC080013.6,deletion
AC080014.1,deletion
AC080023.1,deletion
AC080023.2,deletion
AC080037.1,deletion
AC080038.1,deletion
AC080038.2,deletion
AC080038.3,deletion
AC080075.1,deletion
AC080078.1,deletion
AC080078.2,deletion
AC080079.1,deletion
AC080080.1,deletion
AC080080.2,deletion
AC080100.1,deletion
AC080112.1,deletion
AC080112.2,deletion
AC080112.3,deletion
AC080125.1,deletion
AC080128.1,deletion
AC080129.1,deletion
AC080129.2,deletion
AC080162.1,deletion
AC080188.1,deletion
AC080188.2,deletion
AC082650.1,deletion
AC082651.1,deletion
AC082651.2,deletion
AC082651.3,deletion
AC082651.4,deletion
AC083760.1,deletion
AC083795.1,deletion
AC083795.2,deletion
AC083798.1,deletion
AC083798.2,deletion
AC083799.1,deletion
AC083800.1,deletion
AC083801.1,deletion
AC083801.2,deletion
AC083805.1,deletion
AC083805.2,deletion
AC083805.3,deletion
AC083806.1,deletion
AC083806.2,deletion
AC083806.3,deletion
AC083809.1,deletion
AC083822.1,deletion
AC083829.1,deletion
AC083829.2,deletion
AC083836.1,deletion
AC083837.1,deletion
AC083841.1,deletion
AC083841.2,deletion
AC083841.3,deletion
AC083841.4,deletion
AC083843.1,deletion
AC083843.2,deletion
AC083843.3,deletion
AC083843.4,deletion
AC083849.1,deletion
AC083855.1,deletion
AC083862.1,deletion
AC083862.2,deletion
AC083863.1,deletion
AC083864.1,deletion
AC083864.2,deletion
AC083864.3,deletion
AC083865.1,deletion
AC083867.1,deletion
AC083873.1,deletion
AC083875.1,deletion
AC083880.1,deletion
AC083899.1,deletion
AC083899.2,deletion
AC083899.3,deletion
AC083900.1,deletion
AC083902.1,deletion
AC083904.1,deletion
AC083906.1,deletion
AC083906.2,deletion
AC083906.3,deletion
AC083906.4,deletion
AC083906.5,deletion
AC083923.1,deletion
AC083939.1,deletion
AC083949.1,deletion
AC083964.1,deletion
AC083964.2,deletion
AC083967.1,deletion
AC083973.1,deletion
AC083982.1,deletion
AC084017.1,deletion
AC084018.1,deletion
AC084018.2,deletion
AC084024.1,deletion
AC084024.2,deletion
AC084024.3,deletion
AC084026.1,deletion
AC084026.2,deletion
AC084026.3,deletion
AC084030.1,deletion
AC084032.1,deletion
AC084033.1,deletion
AC084033.2,deletion
AC084033.3,deletion
AC084035.1,deletion
AC084036.1,deletion
AC084048.1,deletion
AC084064.1,deletion
AC084082.1,deletion
AC084083.1,deletion
AC084116.1,deletion
AC084116.2,deletion
AC084116.3,deletion
AC084117.1,deletion
AC084121.1,deletion
AC084121.2,deletion
AC084121.3,deletion
AC084121.4,deletion
AC084125.1,deletion
AC084125.2,deletion
AC084125.3,deletion
AC084125.4,deletion
AC084128.1,deletion
AC084149.1,deletion
AC084149.2,deletion
AC084198.1,deletion
AC084200.1,deletion
AC084211.1,deletion
AC084262.1,deletion
AC084290.1,deletion
AC084291.1,deletion
AC084337.1,deletion
AC084337.2,deletion
AC084346.1,deletion
AC084346.2,deletion
AC084357.1,deletion
AC084357.2,deletion
AC084357.3,deletion
AC084361.1,deletion
AC084364.1,deletion
AC084364.2,deletion
AC084365.1,deletion
AC084368.1,deletion
AC084373.1,deletion
AC084398.1,deletion
AC084398.2,deletion
AC084706.1,deletion
AC084752.1,deletion
AC084754.1,deletion
AC084756.1,deletion
AC084757.1,deletion
AC084757.2,deletion
AC084757.3,deletion
AC084757.4,deletion
AC084759.1,deletion
AC084759.2,deletion
AC084759.3,deletion
AC084768.1,deletion
AC084768.2,deletion
AC084781.1,deletion
AC084781.2,deletion
AC084782.1,deletion
AC084782.2,deletion
AC084782.3,deletion
AC084783.1,deletion
AC084809.1,deletion
AC084809.2,deletion
AC084816.1,deletion
AC084819.1,deletion
AC084824.1,deletion
AC084824.2,deletion
AC084824.3,deletion
AC084824.4,deletion
AC084824.5,deletion
AC084838.1,deletion
AC084851.1,deletion
AC084851.2,deletion
AC084851.3,deletion
AC084855.1,deletion
AC084855.2,deletion
AC084859.1,deletion
AC084864.1,deletion
AC084866.1,deletion
AC084866.2,deletion
AC084871.1,deletion
AC084871.2,deletion
AC084871.3,deletion
AC084876.1,deletion
AC084876.2,deletion
AC084878.1,deletion
AC084879.1,deletion
AC084879.2,deletion
AC084880.1,deletion
AC084880.2,deletion
AC084880.3,deletion
AC084880.4,deletion
AC084882.1,deletion
AC087045.1,deletion
AC087045.2,deletion
AC087045.3,deletion
AC087071.1,deletion
AC087071.2,deletion
AC087072.1,deletion
AC087072.2,deletion
AC087163.1,deletion
AC087163.2,deletion
AC087163.3,deletion
AC087164.1,deletion
AC087164.2,deletion
AC087190.1,deletion
AC087190.2,deletion
AC087190.3,deletion
AC087203.1,deletion
AC087203.2,deletion
AC087203.3,deletion
AC087222.1,deletion
AC087235.1,deletion
AC087239.1,deletion
AC087241.1,deletion
AC087241.2,deletion
AC087241.3,deletion
AC087241.4,deletion
AC087242.1,deletion
AC087257.1,deletion
AC087257.2,deletion
AC087258.1,deletion
AC087258.2,deletion
AC087260.1,deletion
AC087269.1,deletion
AC087269.2,deletion
AC087272.1,deletion
AC087273.1,deletion
AC087273.2,deletion
AC087276.1,deletion
AC087276.2,deletion
AC087276.3,deletion
AC087277.1,deletion
AC087277.2,deletion
AC087280.1,deletion
AC087280.2,deletion
AC087283.1,deletion
AC087284.1,deletion
AC087286.1,deletion
AC087286.2,deletion
AC087286.3,deletion
AC087286.4,deletion
AC087289.1,deletion
AC087289.2,deletion
AC087289.3,deletion
AC087289.4,deletion
AC087289.5,deletion
AC087292.1,deletion
AC087294.1,deletion
AC087301.1,deletion
AC087311.1,deletion
AC087311.2,deletion
AC087312.1,deletion
AC087318.1,deletion
AC087321.1,deletion
AC087341.1,deletion
AC087343.1,deletion
AC087354.1,deletion
AC087359.1,deletion
AC087360.1,deletion
AC087362.1,deletion
AC087362.2,deletion
AC087369.1,deletion
AC087373.1,deletion
AC087379.1,deletion
AC087379.2,deletion
AC087385.1,deletion
AC087385.2,deletion
AC087385.3,deletion
AC087386.1,deletion
AC087386.2,deletion
AC087388.1,deletion
AC087392.1,deletion
AC087392.2,deletion
AC087392.3,deletion
AC087392.4,deletion
AC087392.5,deletion
AC087393.1,deletion
AC087393.2,deletion
AC087393.3,deletion
AC087399.1,deletion
AC087430.1,deletion
AC087439.1,deletion
AC087439.2,deletion
AC087441.1,deletion
AC087441.2,deletion
AC087442.1,deletion
AC087457.1,deletion
AC087463.1,deletion
AC087463.2,deletion
AC087463.3,deletion
AC087463.4,deletion
AC087465.1,deletion
AC087468.1,deletion
AC087473.1,deletion
AC087477.1,deletion
AC087477.2,deletion
AC087477.3,deletion
AC087477.4,deletion
AC087477.5,deletion
AC087477.6,deletion
AC087481.1,deletion
AC087481.2,deletion
AC087481.3,deletion
AC087482.1,deletion
AC087491.1,deletion
AC087498.1,deletion
AC087499.1,deletion
AC087499.2,deletion
AC087499.3,deletion
AC087499.4,deletion
AC087499.5,deletion
AC087499.6,deletion
AC087499.7,deletion
AC087500.1,deletion
AC087500.2,deletion
AC087501.1,deletion
AC087501.2,deletion
AC087501.3,deletion
AC087501.4,deletion
AC087516.1,deletion
AC087516.2,deletion
AC087518.1,deletion
AC087521.1,deletion
AC087521.2,deletion
AC087521.3,deletion
AC087521.4,deletion
AC087564.1,deletion
AC087565.1,deletion
AC087565.2,deletion
AC087575.1,deletion
AC087588.1,deletion
AC087588.2,deletion
AC087612.1,deletion
AC087620.1,deletion
AC087623.1,deletion
AC087623.2,deletion
AC087623.3,deletion
AC087623.4,deletion
AC087627.1,deletion
AC087632.1,deletion
AC087633.1,deletion
AC087633.2,deletion
AC087636.1,deletion
AC087639.1,deletion
AC087641.1,deletion
AC087645.1,deletion
AC087645.2,deletion
AC087645.3,deletion
AC087645.4,deletion
AC087650.1,deletion
AC087664.1,deletion
AC087664.2,deletion
AC087664.3,deletion
AC087667.1,deletion
AC087672.1,deletion
AC087672.2,deletion
AC087683.1,deletion
AC087683.2,deletion
AC087685.1,deletion
AC087699.1,deletion
AC087721.1,deletion
AC087741.1,deletion
AC087741.2,deletion
AC087741.3,deletion
AC087742.1,deletion
AC087749.1,deletion
AC087749.2,deletion
AC087752.1,deletion
AC087752.2,deletion
AC087752.3,deletion
AC087752.4,deletion
AC087761.1,deletion
AC087762.1,deletion
AC087762.2,deletion
AC087763.1,deletion
AC087783.1,deletion
AC087783.2,deletion
AC087808.1,deletion
AC087821.1,deletion
AC087821.2,deletion
AC087854.1,deletion
AC087855.1,deletion
AC087855.2,deletion
AC087857.1,deletion
AC087863.1,deletion
AC087878.1,deletion
AC087879.1,deletion
AC087883.1,deletion
AC087884.1,deletion
AC087885.1,deletion
AC087888.1,deletion
AC087893.1,deletion
AC087893.2,deletion
AC087894.1,deletion
AC087894.2,deletion
AC087894.3,deletion
AC087897.1,deletion
AC087897.2,deletion
AC089983.1,deletion
AC089984.1,deletion
AC089984.2,deletion
AC089984.3,deletion
AC089987.1,deletion
AC089987.2,deletion
AC089998.1,deletion
AC089998.2,deletion
AC089998.3,deletion
AC089998.4,deletion
AC089999.1,deletion
AC089999.2,deletion
AC090001.1,deletion
AC090001.2,deletion
AC090004.1,deletion
AC090013.1,deletion
AC090017.1,deletion
AC090018.1,deletion
AC090022.1,deletion
AC090023.1,deletion
AC090023.2,deletion
AC090044.1,deletion
AC090049.1,deletion
AC090049.2,deletion
AC090058.1,deletion
AC090061.1,deletion
AC090071.1,deletion
AC090079.1,deletion
AC090079.2,deletion
AC090092.1,deletion
AC090093.1,deletion
AC090095.1,deletion
AC090099.1,deletion
AC090099.2,deletion
AC090099.3,deletion
AC090099.4,deletion
AC090103.1,deletion
AC090109.1,deletion
AC090114.1,deletion
AC090114.2,deletion
AC090114.3,deletion
AC090115.1,deletion
AC090116.1,deletion
AC090124.1,deletion
AC090124.2,deletion
AC090124.3,deletion
AC090125.1,deletion
AC090132.1,deletion
AC090132.2,deletion
AC090136.1,deletion
AC090136.2,deletion
AC090136.3,deletion
AC090138.1,deletion
AC090142.1,deletion
AC090142.2,deletion
AC090142.3,deletion
AC090150.1,deletion
AC090150.2,deletion
AC090151.1,deletion
AC090152.1,deletion
AC090155.1,deletion
AC090155.2,deletion
AC090159.1,deletion
AC090164.1,deletion
AC090164.2,deletion
AC090164.3,deletion
AC090164.4,deletion
AC090181.1,deletion
AC090181.2,deletion
AC090181.3,deletion
AC090186.1,deletion
AC090192.1,deletion
AC090192.2,deletion
AC090193.1,deletion
AC090193.2,deletion
AC090197.1,deletion
AC090198.1,deletion
AC090200.1,deletion
AC090204.1,deletion
AC090206.1,deletion
AC090213.1,deletion
AC090220.1,deletion
AC090227.1,deletion
AC090227.2,deletion
AC090229.1,deletion
AC090236.1,deletion
AC090236.2,deletion
AC090241.1,deletion
AC090241.2,deletion
AC090241.3,deletion
AC090246.1,deletion
AC090260.1,deletion
AC090281.1,deletion
AC090282.1,deletion
AC090283.1,deletion
AC090286.1,deletion
AC090286.2,deletion
AC090286.3,deletion
AC090287.1,deletion
AC090311.1,deletion
AC090312.1,deletion
AC090312.2,deletion
AC090337.1,deletion
AC090340.1,deletion
AC090358.1,deletion
AC090360.1,deletion
AC090371.1,deletion
AC090371.2,deletion
AC090373.1,deletion
AC090376.1,deletion
AC090377.1,deletion
AC090386.1,deletion
AC090386.2,deletion
AC090398.1,deletion
AC090403.1,deletion
AC090409.1,deletion
AC090409.2,deletion
AC090415.1,deletion
AC090415.2,deletion
AC090424.1,deletion
AC090425.1,deletion
AC090425.2,deletion
AC090453.1,deletion
AC090457.1,deletion
AC090458.1,deletion
AC090498.1,deletion
AC090502.1,deletion
AC090502.2,deletion
AC090502.3,deletion
AC090502.4,deletion
AC090503.1,deletion
AC090503.2,deletion
AC090505.1,deletion
AC090505.2,deletion
AC090506.1,deletion
AC090506.2,deletion
AC090510.1,deletion
AC090510.2,deletion
AC090510.3,deletion
AC090515.1,deletion
AC090515.2,deletion
AC090515.3,deletion
